Adhola,English
   Ndirino ŋato dimo jagin paka welo pa mon pere nitye aka jono ama jo tiyo rijo tich gye.,
  Jago kosa jagin me jo nyalo bedo majo nono pere kosa majo nono man.,
I ndelo ma kisili kis ja kisili timo powin aryo aryo to jo kidho gine iy’abaar miya kisila iye gi mon pajo gi jagin pajo.,
Iy’abaar no yach mamiworo bende to jo bino gi powin; aka jo no ama jo chwadere gi jor’Akisili.,
To kada nende ameno yach me ki kwan jo ni bende jor’Akisili. ,
"Ka jo gye jo tieko chokirok kenyo, to dhano achiel wok yo thende pa jor’Akisili kidho omo iyi yach, aka thenge pa yach bende bino omo iyi jor’Akisili. ",
To gima wok iye thenge aryo no gye to jo ay jo chako chwadirok gi powo.,
To kada nende i chwadere ameno ki dhaw kosa mako ŋonge. ,
" Ichwadere achwada swa, swa, ma ji man jo nyalo tho kir gi tho.",
To konen dhano mulachere swa ka mon jo bino jo podho kwome ti weyo ŋato.,
"Chwadirok me chako wok waŋ chieŋ maromo aboro kosa abuŋwen tundo apar kosa apar ga chiel; aka ka ji ooli ja dwoŋ achiel bino to poko jo ti, weyo chwadirok ti bolo powin no kanya chiel ti dok. ",
To ŋata luth oniaŋ kwome i wiro go gi woyo dhiaŋ to chango achanga swa makudoko otwo.,
"Rumachien ma ndelo maromo apar ga ŋwen, ji musila gye odoko jo chokere isa iy’abaar machango jo chwadere iye gi powo. ",
"Aka kis ŋata osila tero thwon (mirikwa kiter), m’omin amuwodho rigo",
"dwoŋ mere ni ŋata osila won, ki wodh dhiaŋ pere won.",
"Dhok me i chielo achiela, aka nyaka i yaŋo, ti chamo gi sa koro, jo musila gye kanya chiel gi jo nonini pajo gi ji pajo.",
To kis ŋata osila gye dok kod eme aryo ma dhiaŋ pere.,
"Aka jago kosa jagin pere ama jo tero kidho tholo riŋo no gye, mu ngoye rwenyo kada muma achiel; ma korwenyo kada muma achiel jagin no jo chulo achula dhiaŋ.",
"Kariŋo othwo aka jo kelo bothi rwoth pajo to nyaka miyo jo riŋo megi, to mudoŋ to won chamo.",
Bedo jago me rumo ka tich m’Akisili orumo,
To wok hongo no tundo tho jo bedo mere madwoŋ pecho no.,
"Aka kada nende chango jago no ko bedo wat makenyo bedo abeda pa nyath ma oti, mudoko ki nywom nyako makenyo",
"Kendo jago kod rwoth pere jo kidhaw tundo tho, rupir ni ka ŋat man odhaw gi nyawote to ŋat man no tho. ",
"  Aka jumosila won bende jo bedo mere madwoŋ ma tundo tho; kis gimoro paka dwar kod lweny, gye jo bedo i kitipa achiel.",
KULA MA CHIELO ONDEGA KOD GOYO ABILO,
"Chielo Ondega kod Goyo Abilo me chango obedo tuko ma fuonjo gine yach manyaka jo ayi, ndijo ma lweny, dwar kod kuro jo kwor.",
Tuko aryo me gye chango i timo rumachien ma fwono ŋor dwoŋ mere pama dinyo water ni idwe ma October tundo February ka piny othwo. ,
 Aka i tuko yo sa iya’baar.,
Koro ama yach ma loka man jo romo iye kod yach ma loka man aka jo tuko i kite ma piem.,
"Bedo jodongo ma jo kidho kod jo, ma jo fuonjo jo kod thumo piem no.  ",
"Yach ma jo nenere ni jo nyalo chielo ondega kod goyo abilo maber, meno amichako nyiewo rijo bidhi kod tonge ma lweny kosa ma dwar.",
Chielo Ondega,
Ondega bedo yath mudoli aka omin pa thach malach paka ma chueyo gine peendi dero. ,
 Yach ma jo kidho chielo jo chanere yo thenge achiel kareno kis ŋata chiel nitye kod thiri,
Aka jadwoŋ mu tiŋo ondega bedo yo waŋ jo bor bor ye to dwiro ondega; aka nyaka kis nyiyach i weso pere bayo thiri pere chielo ondega mu dwir no.,
 Jo loka ma jo asa chielo ondega meno amajo loyo.,
Tuko me yado fuonjo jo chielo gimoro gi toŋ kosa bidhi kada gino onwaŋo nitye bor kosa onwaŋo ringo,
"Aka tuko me chale kod apa Wasungu milwoŋo ni, Javelin.",
"	Goyo Abilo",
"Abilo bedo yath matek, mu pay mu ŋini aka romi mere bedo mu ripo oripo ye",
"I goyo kod yath bende ma bor ye mu pay moŋinere, ma chale kod luth abiro ma dwoŋ.",
"I tuko me jo loka man kod jo loka man jo laro abilo no ka jo goyo gi 1udhe, aka loka mu laro aka jo tero yo thenge ma pajo loka man, meno ama jo loyo.",
"Tuko me chale kod apa Wasungu milwoŋo ni, Hockey. ",
   Aka ama yado fuonjo yach goyo ludhe.,
KULA MA LWENY KOD DWAR,
Lweny: Chango kis adech bedo kod jadwoŋ mere matelo jo i lweny.,
"  Jadwoŋ no bedo kod gwara, aka kiya kidho lweny kosa dwar to goyo gwara, to mon ma iyadech no jo chako tedo piyo piyo ri chwogijo majo kidho lweny; aka jo lweny bende to jo wodho tonge to jo pako i witele miketho yo migami, (nen Adech III, Siro 2 (ii   ",
Migami me bedo ma kis pecho aka i migami ma dwoŋ apa kwar jo ama bedo iye tele no.,
"Kis pala mathumo gi moro gye, kod tonge ma lweny kod ma dwar gye i pako i tele no.",
"Kotiek pako tonge tichomo romigam, tikidho chiemo.  ",
Kowok chiemo ti kwanyo tonge gi kwoot ti kadho akadha yo iiy’abaar kuma jadwoŋ lweny oyiko chokirok iiye.,
  Gwara odoko ywak ma nyutho chokirok me. ,
" Aka jadwoŋ lweny kotieko goyo gwara ma choko ji, to chulo dhok gwara no to bolo yo tie1o yo tiend kitanda; rupir gwara no kikidh gine yo lweny.",
"Wok iy’abaar muchokere iye, jo lweny jo wok iye gi ŋwech kidho kuma lweny nitye iye, kareno ji jo tieko chokiroki madit, wok ithenge gye gye.  ",
"Ka jo turo lweny, aka jo yaka gigipiny koro, kis nono dwoko kawero wer kirembe pajo; to ka otur jo i dwoko adwoka aked aked mu liŋ aliŋa; aka ka ji pajo onek i dwoko mi wero wer tho.",
"Yado ŋata oyaka gi moro yo lweny paka, dhiaŋ, diel, rombo, gwendi, i chwoko nyinge ma pako go ki chungo kwom gino kod chalirok ma del mere. ",
" Giranena, ŋata oyaka le i lwoŋo Ayepa, gweno i lwoŋo Ikoro, rombo i lwoŋo Adusa, dhiaŋ omuye ilwoŋo ni Imuye. ",
" Aka ŋata omak yo lweny i lwoŋo ni Otoŋ, dwoŋ mere ni tonge amo’kelo go.",
"Jo Padhola chango jo misen tek tek i wach ma lweny, amumiyo lweny madit gye chango jo turo (nen Adech I, Siro 2). ",
"Nenere ni miseni kod turo lweny me chango bino ri gigipiny aryo; marapena ri chowo were pajo, kis ka jo kidho lweny jo ripo chowo Were kod lamirok i migam, kendo kis ka jo turo lweny kosa jo yaka gi moro jo ripo chowo ki fuoyo Were, gi lamo gigipiny mu yaka no i migam ka fuod kocham gino",
"Mararyo, chango wok kwom yen ma lweny machango jo gwere gine, jo kudhere gine, odoko jo madho.",
" Ŋata olwenyo tek tek chango i neno ri gwer pere, i dioŋeye gipi i ŋete gipi, bade gye kod iiye.",
"Rupir yado kadhano oneko ji yo lweny dwoko gwere gi yath, aka gwer madit ma kite no nyutho ni ŋato ti oneko ji madit swa yo lweny.",
"Jomo gwere kosa jomo madho yath lweny yado i lworo jo swa, kendo i ketho kwom jo dwoŋ madit.",
"Nyithindho yado kituk kwom jo; kendo jo kinen nyathi ma nyaka onywol, kajo neno to nyathi no tho kosa two tek tek.",
Dwar: kula ma dwar joboth jorom gi ku1a ma lweny. ,
"Koyik kidho dwar ŋata chiel bende, maja tel milwoŋo ni ja Kituka dwar, amagoyo gwara kosa sosi; man manyutho pako tonge giketho dhomigam kod chiemo, aka man manyutho kadho kumikidho iye dwar.",
Gwara no kosa sosi bende kikidh gine yo dwar.  ,
To kis dwar gye i ripo woth kod tonge kwoot gi bwo.,
"Kotundi isa ti yaro kosa ichiko bwo, ti pokere kadiryo, jo man jo kidho teŋo ku manende lee no kosa ogwaŋ no ni iye gi leko obin i bwo jono ilwoŋo jo ni jowaheyi",
" Aka jo man jo doŋ kuro bwo ma kati lee otund’iye to jo nwoyo , jo me i lwoŋo jo ni jo walindi.",
jo nwoyo rupir me i kwano paka nek pa bwo,
"Ko nek lee no, jowaheyi jo tero bati gi ŋet; ja nwoch tero bat achiel kende; aka won bwo amatero i kabedo pa ja nek, tero eme aryo pien gi wich.",
"To ka obedo nek ma bwo ongoye iiye, dwoŋ mere ni makochik bwo, ja pen chwowo milwoŋo ni janek tero eme aryo, pien gi wich aka ja chwowo mararyo milwoŋo ni ja nwoyo tero bati achiel aka bati man kod ŋet i poko jo man gye majo bino idwar no.",
"Ka lee mukidh dwaro no obedo ma dwoŋ paka kwach kosa Jow, ŋata open chwowo doka doka pecho pere kidok bed kenyo. ",
 Aka konek ogwaŋ no i luwo aluwa gine go yo pecho pere akipoko; rupir ndirino bedo ogwaŋ pere.,
"Janek i dwar gye, kodok gi migewo pere, ka fuod kochamo thumo riŋo mathin to tero yo migam to lamo ri Were gi Jwogi gye mumiyo go silwany mago onyalo gine kelo Kirembe pecho.",
Kitabo Marapena,
"Wafwoyo swa ji jye, somero ma Siwa kod Miganja Praimari. ",
Okoth Mariko omo kitabo me ma fwonjo Dhopadhola ri nyithindho ma praimari.  ,
Medo nyayo kitabo me ri fwonji maber swa. ,
 Bende inyalo nwaŋo kitabo me .,
"Kitabo me nitye gi kigana kod gikipiny ma fwonji ondiko dwe marabiryo tundo dwe marabuŋwen, 2002.",
Nyikuta ma Dhopadhola,
Riwo Nyikuta Aryo,
Riwo Nyikuta Adek/Aŋwen,
Agecha gi Dwanyo Wach,
Jakwakirok jakun,
Makoko jye wok i tonge,
ŋata kifwonji wotho gi gimoro yuŋeye,
Awendo ma lwor ama yindira,
Jagwondo Jarawanya,
Jafwoch ama ye?,
 Jakisunga kilogi,
Theke theke awech jodongo,
Muwolo loyo muŋwenyere,
Mwolo pa rombo kimon go dwiro,
Awendo kingoye gachiero,
 ŋaŋo meno thoyo,
 Achiel achiel a wich (kosa kayego),
Kuro kwo oloyo ŋaŋo,
Awendo timo ni che-,
Chandere aka i nolim,
Wot gwendi gore i chuŋ machon,
Kisalaka kiyengere nono,
Nyakus dhiaŋ kiwoki i kigo nono,
Ikiri chai bo ma dikado,
Jambaka nyewo mbiye,
Jamikwenda wiye bulero,
Kama olwokere ama kithwo iye,
Kichami gi rochi,
Chandi waŋ adhola,
Kisi ndelo kibedi sabit,
Koth goyo min gweno loko mbwo?,
Furi wire,
 Koth ma odiechieŋ kigoy ŋata achiel,
Koth ma ogoyin gi pe,
Kulo gi bemo,
"Gi 	Athieno Getrude kod Nyafwono Connie",
 Dwanyo Lew,
"Yiwi mamba miti, yiwi mamba miti",
Amudhe dicha chiemo dho ndelo dho loka dho jwom,
Waka waka wakawaka ni wakawaka,
 Madhombedhombe patha patha ni patha patha,
 Kwara kidho kudho gwara Gwaragwara,
Mwodo mwodo mwodere pa mwodo,
Ochola chor achero machon ma cheŋino Ochieŋ ochiemiye,
Ochola ocholo Achola chon,
Okello oleko lek yo loka koro,
Adhadha odhier g'adher i dhoyo,
 Kwany kwer iwey kwinyo,
Sikoiko,
Dhiaŋ ka nindo paro aŋo?,
"Anitye gi gikipiny adek, kodhi rabwo, diel, gi ondiek. ",
 Atimi nedi aka atiŋ jo jye akal gi jo malawa?  ,
Aka ye paran tiŋo gimoro achiel achiel.,
Muchungwa ochiek mito afwona.,
Aŋo ma mwonyo yokin tineno?,
Opiyo otelo Odongo kimaki.,
Adhadha langa langa i pendi.,
Antiye gi muchungwa paran i dier malawa.  ,
Aka kenyo nitye jajwok.  ,
Atimi nedi aka acham muchungwa?,
Ageto ot paran ma ongoye dhu ot.  ,
Abedo aŋo?,
Nyathi paran okidho wendo ma ongoye gi nanga to dwoko gine.  ,
Aŋo mofwonjo wan gi ruko kanzo?,
Gonyi diel iwey loch.,
Nya pa rwoth okedere.,
 Adhadha otho oweyo kisiwiro.,
Nyir owaŋo wiy jo.,
Aŋo mofwonjo wan gi ruko junga?,
Radwok ma Sikoiko,
Paro ni kama diel jye nitye gi yer tike aka an a?ata angoye gine.,
"Teli tero diel loka, dwoki i omi ondiek bende iteri loka, to idwoko kod diel.  ",
Kwany kodhi rabwo bende iteri loka.  ,
Nyaka to i gik omo diel.,
Nyako othik mito poro,
Dero,
Tiendi gal,
Musalawuyo,
Kwany tele idwiri gine jajwok aka jajwok wofwoni muchungwa to dwirin gine.,
Tongweno,
Maido,
ŋwen,
Oseyo,
Nanasi,
Alemo oweyo royo,
Toko,
Obwol,
Gimumiyo Gwendi Lworo Otengo,
"Chango chango, gweno jomako mere kod katateŋ.",
Mere pajo obedo matek swa ma kisi gimoro jye jo kwayere.,
Ndelo achiel gweno oayi to kidho pa otengo to kwayo go piso ma kwoyo nanga.,
Munyo gweno odwoko gi piso to kwoyo gine nanga. ,
"Munyo ochowo kwoyo nanga, to kano piso i ot.",
 Otengo okuro ni gweno odwoki ri go piso pere to gweno kudwoko. ,
Ndelo achiel otengo won otiŋere to kidho pa gweno penjo go piso pere.,
 Gweno oayi to kidho kama chango no go okano i iye piso to kunwaŋo.,
Gweno oparo gima go owachi ri jawodhe to ngoye.,
"Rumacheni gweno owacho ri otengo ni ""Piso orwenyo ran kama aketho i iye",
"Weyi doko, alatemo rango, ka anwaŋo alakelo rin.",
Gweno otemo atema yaro piny ni rango ri otengo piso pere to kwero nwaŋo kiri dikin.,
Woki ndelo no kiri konon mere pa gweno kod otengo tu tho atha. ,
 Meno amomiyo ineno gweno yaro piny munyo rango ri otengo piso pere.,
Aka bende amomiyo otengo chamo nyithindhi gwendi ri piso pere ma gweno orwenyo.,
Lwaŋino gi Awino,
"Obedo ndelo achiel Awino okidho i sikul, to neno lwaŋino.",
Lwaŋino oido opie i kor ot ma sikul.,
"To lwaŋino penjo go ni, ""Ikidho i kilas perin?""",
"To godwoko, ""Eei akidho i kilas.""",
"To lwaŋino wacho ni ""Kale, abende, akidho i kilas.""",
" Lwaŋino omedo luwo ni, ""Awino, kidonjo i kilas. """,
Ikiri nenan; ikiri luwi; ikiri nur.  ,
"To neni anena kitabo perin.""",
"Munyo gosoma kitabo pere i sikul, to goneno lwaŋino i kor ot.",
"To godiyo nyawote ma bedo gine i kom to wacho ri go ni, ""Neni lwaŋino no, goluwo.""",
"To dichiel lwaŋino to pie i waŋe, to nyutho jafwonji pere.  ",
"Munyo wacho ni, ""Lwaŋino ni waŋan, jafwonji konyan, ikwanyi ran!""",
"Jafwonji to konjo pi i kikopo to wacho ni, ""Yawi waŋin."" ",
To lwoko waŋe to lwaŋino wok i waŋe to ayi to kadho.,
To ayi to pie i dirisa to bedo iwi dirisa to lwoko waŋe gi tiende.,
Pusi kod Oyeyo,
"Chango chango, obedo Pusi kod Oyeyo to jomakere mere.",
Pusi kod Oyeyo jonyewo modhiaŋ pajo to joketho i dak to joŋawo kisalaka.,
"Ndelo achiel Pusi oromo kod Oyeyo to penjo go ni ""Ojame, iwok yukune?""",
"Oyeyo owacho rigo ni ""Awok kibatisa nyathi paran.""",
"Pusi openjo go ni ""Ibatisa go ni ŋa?""",
"Oyeyo odwoko ni ""Abatisa go ni Onaŋo-de-onaŋo-de-oweyo-i-ganga.""",
"Ndelo man doko Pusi oromo kod Oyeyo to penjo go ni ""Ojame, iwok yukune?""",
"Oyeyo odwoko ni ""Awok kibatisa nyathi paran.""",
"Pusi openjo ni ""Ibatisa go ni ŋa?""",
"Oyeyo odwoko go ni ""Abatisa go ni Onaŋo-de-onaŋo-de-oweyo-i-kore.""",
"Oyeyo odwoko go ni ""Awok kibatisa nyathi paran.""",
"Oyeyo odwoko ni ""Abatisa go ni Onaŋo de onaŋo de olwindo.""",
"Ndelo achiel Pusi owacho ri Oyeyo ni ""Wakidhi walimi mo mawan."" ",
 Oyeyo oayi to pondo ri Pusi. ,
Pusi won to ayi kidho limo mo kama ndelago jokano iye. ,
 Munyo Pusi otundo onwaŋo anwaŋa dak nono,
Mo ongoye iye kada nyaka mathin. ,
Pusi odok to kidho rango Oyeyo wacho rigo paka mo ma chango jokano i dak ongoye kada nyaka mathin.  ,
"Munyo Oyeyo oneno Pusi obino, Oyeyo oringo to pondo. ",
"Pusi owacho ni ""Iraŋo Oyeyo onenan to pondo?""",
 Nyutho ni go ama onaŋo mo ma wakano.,
Wok ndelo no Pusi kuneno Oyeyo to neko aneka to chamo. ,
 Oyeyo bende koneno Pusi ringo aringa to pondo munyo lworo Pusi.,
Kwach gi Gweno,
"Chango chango, gwendi gi ogwaŋe jobedo mere swa tek tek. ",
" Gwendi gi ogwaŋe jo jye oido jobedo, jochiemo, jonindo i dudi.",
To dichiel kwach omito tedo ri nyithindhe chiemo to mach ongoye.,
To kwach poyo dichiel paka joliesa gi wod gweno kwoŋ gima mako mach.  ,
"To munyo kwach okidho to nwaŋo wod gweno ongoye tichiko, godwoko othieno.",
"Munyo kwach odoko ogik mararyo, kareno chie? liel swa. ",
"To kwach dok, kuro kir othieno munyo piny okwe to doko gik. ",
 Maradek to nwaŋo wod gweno munyo nindo.  ,
"To temo chiewo go, to wod gweno konyalo chiewi.",
To kenyo paro bino ri kwach ma kwalo mach.,
To dimo lum mothwo swa ma nyalo moko piyo piyo.,
"To choko, munyo otieko choko to tiŋo.",
Okidho kama wod gweno nindo iye.,
Munyo otundo to ketho lum i wiye wod gweno mach komoko.,
Mararyo to doko ketho mach doko koliel. ,
Maradek kwach rume to ruda aruda lum i kokoliro wod gweno jye doko mach koliel.,
To wod gweno chiewi.,
"To neno kwach, obedo chiegin bothi.",
"To wacho ri kwach ni, ""Ikiri chore chiegin.""",
 Ayawaŋin gi mach ma wiyan.,
To yengo wiye munyo bwoko kwach paka lawaŋo go.,
Kwach koringo kosa kodhire gi chien.,
"To kwach wacho ri wod gweno ni, ""Gima ni wiyin no, kimach, itwodo.""",
Gi kenyo to kwach lokere ri wod gweno mager. ,
To mito kiri mako wod gweno oneki ri twodo pere.,
"To wod gweno wire gi ŋwech munyo koko ri gwendi wadi jye ni ""Kok kok kudee!""(loki Dhopadhola 'Kawagalo kadagala, ilaneko wan!')",
To joŋwecho gi ŋwech madit swa.,
Wok ndir no gwendi joringo wok i dudi kama oido jobedo iye.  ,
Kiri gonyo gwendi bedo bothi ji.  ,
Wor jonindo i ot munyo jolworo ogwange.,
Ochulu gi ŋech,
Kigana pa Ochulu gi ŋech (gimumiyo ŋech nindo i kero).,
"Chango chango, obedo Ochulu gi ŋech to jomako mere.",
Ndelo achiel to ŋech wacho ri Ochulu ni okwaŋi go wendo pa ore.,
Ochulu bende to yeyo.,
 Munyo ndelo otundo to joayi kadho wendo.,
"Munyo jonitye i royo Ochulu ochungo to wacho ri mere pere ni, ""Paka wakidho pa or wakiri waor nyingi wan ma kisindelo.",
"Wachwok nyingi wan man ma olwoŋi gine wan.""",
ŋech bende kokwero.,
Ochulu to wacho ri vech oteli yero nyinge.,
ŋech to yero nyinge ni 'Jadwong' to Ochulu to yero nyinge ni 'Wendo.',
"Munyo jotundo pa or ŋech, ti fwoyo gi neno jo swa.",
"  Munyo jopecho jowacho ni, ""Wafwoyo swa gi neno wendo.""",
"Ochulu to wacho ri ŋech, ""Ofwoyi gi nenan kendan.""",
"To won pecho doko wacho ni, ""Keli win ri wendo kom.""",
"Ochulu to wacho ni, ""Meno jye kom paran.""",
"Doko ti wacho ni, ""Keli win ri wendo koŋo.""",
"Ochulu to wacho ni, ""Meno jye koŋo paran."" to madho woko jye kende.",
To i kelo chiemo kareno ŋech kech neko go tek tek swa.,
"To jokidho logo woko, munyo jodwoko chiemo chingi ŋech oido koch paka go patho apatha i lowo. ",
"Ochulu to wacho ri go ni ""Ojame neni chingin paka koch.""",
"Ikiri i kwo ti wiyan pa or, kidhi doko ilogi.""",
To ŋech kidho logo kareno mere pere Ochulu chiemo swa piyo piyo.,
Munyo ŋech odwoko i dhuweri odoko chinge onwaŋo opoŋiye lowo rupir gowotho gi chinge.,
Odoko Ochulu wacho ri go ni ogik ologi.,
 Munyo odwoko onwaŋo Ochulu ochowo chamo woko chiemo jye. ,
Ma Odoŋi jye orwako i mugowa(kikapo) pere.,
"Ochulu to lwoŋo, ""Wegi pecho omo sendere.""",
 To josewila jo to jodok ma nyawote kochiemo.,
"Munyo jotundo i royo to ŋech gak i dudi ni iye riemo, to ŋwecho yo wiyi Ochulu to lokere simon.",
"Ochulu munyo otundo kama di simon to gweyo munyo wacho ni, ""Me ŋech won ama rendere.""",
To ŋech doko ŋwecho aŋwecha malo kama chipa Ochulu ofuro iye to lokere ombokoro.,
"Munyo Ochulu otundo i ndelo to neno ombokoro, okwako dimo to ketho i mugowa pere ka wacho ni,  ""Min Awoi me miŋi swa oweyo ombokoyo pa nyathi payan i ndeyo ka.""",
Munyo otundo pecho owacho ri min Awor konjo woko fufa ma nwaŋo otedo.,
To oro Awor omo mugowa ma nende odwoko gine.,
 Awor otemo tiŋo mugowa to wacho ni mugowa pek swa.,
To Ochulu wacho ri dhako pere min Awor kidho omo mugowa.,
Dhako pere bende konyalo tiŋo mugowa.,
To gowon kidho.,
"Onwaŋo mugowa pek swa, to tiŋo gi meni to wodho i diedipo.   ",
Munyo oyawo mugowa to ŋech woki gi ŋwechi. ,
To Ochulu joriemo swa tek tek to ŋech ŋwecho to yombo jo to donjo i kero.,
Amomiyo pama ŋech bwoki paro ni Ochulu fwodi riemo go.,
ŋech ŋwecho to donjo i kero.,
Merin Adek,
"Chango chango, obedo Wakafundo, Alur, kod Kagujuguju. ",
 Jobedo merin matek.,
"Ndelo achiel Wakafundo, Alur kod Kogujuguju joayi to jokidho i katale nyewo dhiaŋ",
"Munyo jotieko nyewo dhiaŋ pajo to joayi dwoko, koth madwoŋ to chako chwe.",
Merin adek me to jotweyo dhiaŋ pajo i tiendi yath dho thengi ngudo to jokidho bwok koth i pecho machegin.,
Munyo koth ochok jokidho i tiendi yath ma nende jotweyo iye dhiaŋ pajo jo wo chaki woth pajo to jokunwaŋo dhiaŋ.,
 Jodwaro dhiaŋ kisi kamoro jye to jokunwaŋo. ,
 Jokwo ido jotieko kwalo woko dhiaŋ chon.,
Wok ndelo no merin adek me jokedho chikirok pajo ama,
Wakafundo okwoŋere ni doko gokibino neno malo (polo) kama koth owoki iye ma omiyo dhiaŋ pajo okwali.,
 Kir konon me Wakafundo kineni malo.,
"Koneno malo, latho atha.",
Alur okwoŋere ni doko gokibino piye wi yath ma oido jotweyo iye dhiaŋ pajo aka omiyo jokwo jokwalo.,
Kagujuguju okwoŋere ni doko gokibino ŋado royo ma jo joluwo munyo jowok i katale.,
Ka achiel kwoŋ jo otimo gino latho atha gi kenyo.,
Jadwar,
"Chango chango, obedo jalmoro gi pecho pere.",
